selection_rank,selected_for_v02,selection_eligible,selection_exclusion,source_id,source_page,compound_name,formula,dielectric,t_C,T_K,source_quality,alpha_1e5,alpha_kind,valid_range_C,references,frequency_note,smiles,inchikey,molecular_formula,formula_match,resolution_source,resolved_name,max_tanimoto_solvfunc,al_round1_hit,carbon_count,hetero_count,polar_group_bonus,hazard_flags,stability_flags,priority_score,notes
,false,false,stability:aliphatic_halogen,nbs514:p13:006,13,Chloroform,CHCl3,4.806,20,293.15,four_figures,160.000,alpha,"0,50","85,146,169",,ClC(Cl)Cl,HEDRZPFGACZZDS-UHFFFAOYSA-N,CHCl3,true,pubchem,Chloroform,0.000000,false,1,3,0,,aliphatic_halogen,9.500000,nbs514_doi=10.6028/nbs.circ.514;source_url=https://nvlpubs.nist.gov/nistpubs/Legacy/circ/nbscircular514.pdf;source_quality=four_figures;formula_match=true;manual_transcription_review_required=true
,false,false,stability:aliphatic_halogen,nbs514:p15:010,15,"1,2-Dichloroethane",C2H4Cl2,10.36,25,298.15,four_figures,,,,"138,170,263",,ClCCCl,WSLDOOZREJYCGB-UHFFFAOYSA-N,C2H4Cl2,true,pubchem,"1,2-Dichloroethane",0.000000,false,2,2,0,,aliphatic_halogen,9.000000,nbs514_doi=10.6028/nbs.circ.514;source_url=https://nvlpubs.nist.gov/nistpubs/Legacy/circ/nbscircular514.pdf;source_quality=four_figures;formula_match=true;manual_transcription_review_required=true
,false,false,stability:aliphatic_halogen,nbs514:p18:002,18,"2,2-Dichloropropane",C3H6Cl2,10.19,20,293.15,four_figures,247.000,alpha,"-33,20",234,,CC(C)(Cl)Cl,ZEOVXNVKXIPWMS-UHFFFAOYSA-N,C3H6Cl2,true,pubchem,"2,2-Dichloropropane",0.000000,false,3,2,0,,aliphatic_halogen,9.000000,nbs514_doi=10.6028/nbs.circ.514;source_url=https://nvlpubs.nist.gov/nistpubs/Legacy/circ/nbscircular514.pdf;source_quality=four_figures;formula_match=true;manual_transcription_review_required=true
,false,false,stability:aliphatic_halogen,nbs514:p23:017,23,"dl-erythro-2,3-Dibromopentane",C5H10Br2,5.430,25,298.15,four_figures,,,,238 [150],,CCC(Br)C(C)Br,LWBRXRHBXMVUEX-UHFFFAOYSA-N,C5H10Br2,true,pubchem,"2,3-Dibromopentane",0.000000,false,5,2,0,,aliphatic_halogen,9.000000,nbs514_doi=10.6028/nbs.circ.514;source_url=https://nvlpubs.nist.gov/nistpubs/Legacy/circ/nbscircular514.pdf;source_quality=four_figures;formula_match=true;manual_transcription_review_required=true
,false,false,stability:aliphatic_halogen,nbs514:p28:012,28,"dl-3,4-Dibromohexane",C6H12Br2,6.732,25,298.15,four_figures,,,,238,,CCC(Br)C(Br)CC,VCQBYNRFLHNSKA-UHFFFAOYSA-N,C6H12Br2,true,pubchem,"dl-3,4-Dibromohexane",0.000000,false,6,2,0,,aliphatic_halogen,9.000000,nbs514_doi=10.6028/nbs.circ.514;source_url=https://nvlpubs.nist.gov/nistpubs/Legacy/circ/nbscircular514.pdf;source_quality=four_figures;formula_match=true;manual_transcription_review_required=true
,false,false,stability:aliphatic_halogen,nbs514:p21:004,21,2-Bromo-2-methylpropane,C4H9Br,10.15,25,298.15,four_figures,5200.00,a,"-15,55","213,243,272",,CC(C)(C)Br,RKSOPLXZQNSWAS-UHFFFAOYSA-N,C4H9Br,true,pubchem,2-Bromo-2-methylpropane,0.000000,false,4,1,0,,aliphatic_halogen,8.500000,nbs514_doi=10.6028/nbs.circ.514;source_url=https://nvlpubs.nist.gov/nistpubs/Legacy/circ/nbscircular514.pdf;source_quality=four_figures;formula_match=true;manual_transcription_review_required=true
,false,false,stability:aliphatic_halogen,nbs514:p14:008,14,Pentachloroethane,C2HCl5,3.73,20,293.15,three_figures,,,,"45,57,156",,ClC(Cl)C(Cl)(Cl)Cl,BNIXVQGCZULYKV-UHFFFAOYSA-N,C2HCl5,true,pubchem,Pentachloroethane,0.000000,false,2,5,0,,aliphatic_halogen,6.500000,nbs514_doi=10.6028/nbs.circ.514;source_url=https://nvlpubs.nist.gov/nistpubs/Legacy/circ/nbscircular514.pdf;source_quality=three_figures;formula_match=true;manual_transcription_review_required=true
,false,false,hazard:acyl_halide,nbs514:p14:002,14,Oxalyl chloride,C2Cl2O2,3.47,21,294.15,three_figures,,,,107,,O=C(Cl)C(=O)Cl,CTSLXHKWHWQRSH-UHFFFAOYSA-N,C2Cl2O2,true,pubchem,Oxalyl chloride,0.000000,false,2,4,0,acyl_halide,,6.000000,nbs514_doi=10.6028/nbs.circ.514;source_url=https://nvlpubs.nist.gov/nistpubs/Legacy/circ/nbscircular514.pdf;source_quality=three_figures;formula_match=true;manual_transcription_review_required=true
,false,false,stability:aliphatic_halogen,nbs514:p14:020,14,"1,1,2,2-Tetrachloroethane",C2H2Cl4,8.20,20,293.15,three_figures,,,,"53 [45,57]",,ClC(Cl)C(Cl)Cl,QPFMBZIOSGYJDE-UHFFFAOYSA-N,C2H2Cl4,true,pubchem,"1,1,2,2-Tetrachloroethane",0.000000,false,2,4,0,,aliphatic_halogen,6.000000,nbs514_doi=10.6028/nbs.circ.514;source_url=https://nvlpubs.nist.gov/nistpubs/Legacy/circ/nbscircular514.pdf;source_quality=three_figures;formula_match=true;manual_transcription_review_required=true
,false,false,stability:aliphatic_halogen,nbs514:p13:005,13,Bromoform,CHBr3,4.39,20,293.15,three_figures,105.000,alpha,"10,70","97,156,160",,BrC(Br)Br,DIKBFYAXUHHXCS-UHFFFAOYSA-N,CHBr3,true,pubchem,Bromoform,0.000000,false,1,3,0,,aliphatic_halogen,5.500000,nbs514_doi=10.6028/nbs.circ.514;source_url=https://nvlpubs.nist.gov/nistpubs/Legacy/circ/nbscircular514.pdf;source_quality=three_figures;formula_match=true;manual_transcription_review_required=true
,false,false,frequency_dependent|hazard:acyl_halide|stability:aliphatic_halogen,nbs514:p14:014,14,Bromoacetyl bromide,C2H2Br2O,12.45,20,293.15,three_figures,,,,17,f=4x10^8 cycles/sec,O=C(Br)CBr,LSTRKXWIZZZYAS-UHFFFAOYSA-N,C2H2Br2O,true,pubchem,Bromoacetyl bromide,0.000000,false,2,3,0,acyl_halide,aliphatic_halogen,5.500000,nbs514_doi=10.6028/nbs.circ.514;source_url=https://nvlpubs.nist.gov/nistpubs/Legacy/circ/nbscircular514.pdf;source_quality=three_figures;formula_match=true;manual_transcription_review_required=true
,false,false,stability:aliphatic_halogen,nbs514:p17:004,17,"1,2,3-Tribromopropane",C3H5Br3,6.45,20,293.15,three_figures,,,,244,,BrCC(Br)CBr,FHCLGDLYRUPKAM-UHFFFAOYSA-N,C3H5Br3,true,pubchem,"1,2,3-Tribromopropane",0.000000,false,3,3,0,,aliphatic_halogen,5.500000,nbs514_doi=10.6028/nbs.circ.514;source_url=https://nvlpubs.nist.gov/nistpubs/Legacy/circ/nbscircular514.pdf;source_quality=three_figures;formula_match=true;manual_transcription_review_required=true
,false,false,stability:aliphatic_halogen,nbs514:p13:008,13,Dichloromethane,CH2Cl2,9.08,20,293.15,three_figures,,,"-80,25","94,285",,ClCCl,YMWUJEATGCHHMB-UHFFFAOYSA-N,CH2Cl2,true,pubchem,Dichloromethane,0.000000,false,1,2,0,,aliphatic_halogen,5.000000,nbs514_doi=10.6028/nbs.circ.514;source_url=https://nvlpubs.nist.gov/nistpubs/Legacy/circ/nbscircular514.pdf;source_quality=three_figures;formula_match=true;manual_transcription_review_required=true
,false,false,stability:aliphatic_halogen,nbs514:p13:009,13,Diiodomethane,CH2I2,5.32,25,298.15,three_figures,,,,97 [12],,ICI,NZZFYRREKKOMAT-UHFFFAOYSA-N,CH2I2,true,pubchem,Diiodomethane,0.000000,false,1,2,0,,aliphatic_halogen,5.000000,nbs514_doi=10.6028/nbs.circ.514;source_url=https://nvlpubs.nist.gov/nistpubs/Legacy/circ/nbscircular514.pdf;source_quality=three_figures;formula_match=true;manual_transcription_review_required=true
,false,false,frequency_dependent|hazard:acyl_halide,nbs514:p14:021,14,Acetyl bromide,C2H3BrO,16.2,20,293.15,three_figures,,,,17,f=4x10^8 cycles/sec,CC(=O)Br,FXXACINHVKSMDR-UHFFFAOYSA-N,C2H3BrO,true,pubchem,Acetyl bromide,0.000000,false,2,2,0,acyl_halide,,5.000000,nbs514_doi=10.6028/nbs.circ.514;source_url=https://nvlpubs.nist.gov/nistpubs/Legacy/circ/nbscircular514.pdf;source_quality=three_figures;formula_match=true;manual_transcription_review_required=true
,false,false,hazard:acyl_halide,nbs514:p15:001,15,Acetyl chloride,C2H3ClO,15.8,22,295.15,three_figures,,,,"26 [7,17]",,CC(=O)Cl,WETWJCDKMRHUPV-UHFFFAOYSA-N,C2H3ClO,true,pubchem,Acetyl chloride,0.000000,false,2,2,0,acyl_halide,,5.000000,nbs514_doi=10.6028/nbs.circ.514;source_url=https://nvlpubs.nist.gov/nistpubs/Legacy/circ/nbscircular514.pdf;source_quality=three_figures;formula_match=true;manual_transcription_review_required=true
,false,false,stability:aliphatic_halogen,nbs514:p15:006,15,1-Bromo-2-chloroethane,C2H4BrCl,7.14,20,293.15,three_figures,140.000,alpha,"10,90",110,,ClCCBr,IBYHHJPAARCAIE-UHFFFAOYSA-N,C2H4BrCl,true,pubchem,1-Bromo-2-chloroethane,0.000000,false,2,2,0,,aliphatic_halogen,5.000000,nbs514_doi=10.6028/nbs.circ.514;source_url=https://nvlpubs.nist.gov/nistpubs/Legacy/circ/nbscircular514.pdf;source_quality=three_figures;formula_match=true;manual_transcription_review_required=true
,false,false,stability:aliphatic_halogen,nbs514:p15:007,15,"1,2-Dibromoethane",C2H4Br2,4.78,25,298.15,three_figures,600.00,a,"10,55","12,144,156,199,272 [41]",,BrCCBr,PAAZPARNPHGIKF-UHFFFAOYSA-N,C2H4Br2,true,pubchem,"1,2-Dibromoethane",0.000000,false,2,2,0,,aliphatic_halogen,5.000000,nbs514_doi=10.6028/nbs.circ.514;source_url=https://nvlpubs.nist.gov/nistpubs/Legacy/circ/nbscircular514.pdf;source_quality=three_figures;formula_match=true;manual_transcription_review_required=true
,false,false,frequency_dependent,nbs514:p15:014,15,Ethanethiolic acid (Thioacetic acid),C2H4OS,13.4,20,293.15,three_figures,,,,17 [18],f=4x10^8 cycles/sec,CC(=O)S,DUYAAUVXQSMXQP-UHFFFAOYSA-N,C2H4OS,true,pubchem,Thioacetic acid,0.000000,false,2,2,0,,,5.000000,nbs514_doi=10.6028/nbs.circ.514;source_url=https://nvlpubs.nist.gov/nistpubs/Legacy/circ/nbscircular514.pdf;source_quality=three_figures;formula_match=true;manual_transcription_review_required=true
,false,false,stability:aliphatic_halogen,nbs514:p18:001,18,"1,2-Dichloropropane",C3H6Cl2,8.93,26,299.15,three_figures,,,,107,,CC(Cl)CCl,KNKRKFALVUDBJE-UHFFFAOYSA-N,C3H6Cl2,true,pubchem,"1,2-Dichloropropane",0.000000,false,3,2,0,,aliphatic_halogen,5.000000,nbs514_doi=10.6028/nbs.circ.514;source_url=https://nvlpubs.nist.gov/nistpubs/Legacy/circ/nbscircular514.pdf;source_quality=three_figures;formula_match=true;manual_transcription_review_required=true
,false,false,stability:aliphatic_halogen,nbs514:p20:010,20,"meso-2,3-Dibromobutane",C4H8Br2,6.245,25,298.15,three_figures,,,,238 [184],,C[C@H](Br)[C@@H](C)Br,BXXWFOGWXLJPPA-ZXZARUISSA-N,C4H8Br2,true,pubchem,"meso-2,3-Dibromobutane",0.000000,false,4,2,0,,aliphatic_halogen,5.000000,nbs514_doi=10.6028/nbs.circ.514;source_url=https://nvlpubs.nist.gov/nistpubs/Legacy/circ/nbscircular514.pdf;source_quality=three_figures;formula_match=true;manual_transcription_review_required=true
,false,false,stability:aliphatic_halogen,nbs514:p20:011,20,"dl-2,3-Dibromobutane",C4H8Br2,5.758,25,298.15,three_figures,,,,238 [184],,CC(Br)C(C)Br,BXXWFOGWXLJPPA-UHFFFAOYSA-N,C4H8Br2,true,pubchem,"dl-2,3-Dibromobutane",0.000000,false,4,2,0,,aliphatic_halogen,5.000000,nbs514_doi=10.6028/nbs.circ.514;source_url=https://nvlpubs.nist.gov/nistpubs/Legacy/circ/nbscircular514.pdf;source_quality=three_figures;formula_match=true;manual_transcription_review_required=true
,false,false,stability:aliphatic_halogen,nbs514:p20:013,20,"1,4-Dichlorobutane",C4H8Cl2,8.90,25,298.15,three_figures,3070.00,a,"1,55",272,,ClCCCCCl,KJDRSWPQXHESDQ-UHFFFAOYSA-N,C4H8Cl2,true,pubchem,"1,4-Dichlorobutane",0.000000,false,4,2,0,,aliphatic_halogen,5.000000,nbs514_doi=10.6028/nbs.circ.514;source_url=https://nvlpubs.nist.gov/nistpubs/Legacy/circ/nbscircular514.pdf;source_quality=three_figures;formula_match=true;manual_transcription_review_required=true
,false,false,stability:aliphatic_halogen,nbs514:p20:014,20,"1,2-Dichloro-2-methylpropane",C4H8Cl2,7.22,20,293.15,three_figures,,,,247,,CC(C)(Cl)CCl,OQPNDCHKFIHPBY-UHFFFAOYSA-N,C4H8Cl2,true,pubchem,"1,2-Dichloro-2-methylpropane",0.000000,false,4,2,0,,aliphatic_halogen,5.000000,nbs514_doi=10.6028/nbs.circ.514;source_url=https://nvlpubs.nist.gov/nistpubs/Legacy/circ/nbscircular514.pdf;source_quality=three_figures;formula_match=true;manual_transcription_review_required=true
,false,false,stability:aliphatic_halogen,nbs514:p23:016,23,"1,2-Dibromopentane",C5H10Br2,4.39,25,298.15,three_figures,,,,150,,CCCC(Br)CBr,CITMYAPULDSOHG-UHFFFAOYSA-N,C5H10Br2,true,pubchem,"1,2-Dibromopentane",0.000000,false,5,2,0,,aliphatic_halogen,5.000000,nbs514_doi=10.6028/nbs.circ.514;source_url=https://nvlpubs.nist.gov/nistpubs/Legacy/circ/nbscircular514.pdf;source_quality=three_figures;formula_match=true;manual_transcription_review_required=true
,false,false,stability:aliphatic_halogen,nbs514:p28:013,28,"meso-3,4-Dibromohexane",C6H12Br2,4.67,25,298.15,three_figures,,,,238,,CC[C@@H](Br)[C@@H](Br)CC,VCQBYNRFLHNSKA-OLQVQODUSA-N,C6H12Br2,true,pubchem,"meso-3,4-Dibromohexane",0.000000,false,6,2,0,,aliphatic_halogen,5.000000,nbs514_doi=10.6028/nbs.circ.514;source_url=https://nvlpubs.nist.gov/nistpubs/Legacy/circ/nbscircular514.pdf;source_quality=three_figures;formula_match=true;manual_transcription_review_required=true
,false,false,frequency_dependent,nbs514:p30:006,30,Phenyl isothiocyanate,C7H5NS,10.4,20,293.15,three_figures,,,,"17,22 [18]",f=4x10^8 cycles/sec,S=C=Nc1ccccc1,QKFJKGMPGYROCL-UHFFFAOYSA-N,C7H5NS,true,pubchem,Phenyl isothiocyanate,0.000000,false,7,2,0,,,5.000000,nbs514_doi=10.6028/nbs.circ.514;source_url=https://nvlpubs.nist.gov/nistpubs/Legacy/circ/nbscircular514.pdf;source_quality=three_figures;formula_match=true;manual_transcription_review_required=true
,false,false,stability:aliphatic_halogen,nbs514:p32:010,32,"1,2-Dibromoheptane",C7H14Br2,3.77,25,298.15,three_figures,,,,150,,CCCCCC(Br)CBr,CKVJSNYSBIZAAE-UHFFFAOYSA-N,C7H14Br2,true,pubchem,"1,2-Dibromoheptane",0.000000,false,7,2,0,,aliphatic_halogen,5.000000,nbs514_doi=10.6028/nbs.circ.514;source_url=https://nvlpubs.nist.gov/nistpubs/Legacy/circ/nbscircular514.pdf;source_quality=three_figures;formula_match=true;manual_transcription_review_required=true
,false,false,stability:aliphatic_halogen,nbs514:p32:011,32,"2,3-Dibromoheptane",C7H14Br2,5.08,25,298.15,three_figures,,,,150,,CCCCC(Br)C(C)Br,JEFHWRMJALOCDT-UHFFFAOYSA-N,C7H14Br2,true,pubchem,"2,3-Dibromoheptane",0.000000,false,7,2,0,,aliphatic_halogen,5.000000,nbs514_doi=10.6028/nbs.circ.514;source_url=https://nvlpubs.nist.gov/nistpubs/Legacy/circ/nbscircular514.pdf;source_quality=three_figures;formula_match=true;manual_transcription_review_required=true
,false,false,stability:aliphatic_halogen,nbs514:p32:012,32,"3,4-Dibromoheptane",C7H14Br2,4.70,25,298.15,three_figures,,,,150,,CCCC(Br)C(Br)CC,JZGBICDPBLLXKB-UHFFFAOYSA-N,C7H14Br2,true,pubchem,"3,4-Dibromoheptane",0.000000,false,7,2,0,,aliphatic_halogen,5.000000,nbs514_doi=10.6028/nbs.circ.514;source_url=https://nvlpubs.nist.gov/nistpubs/Legacy/circ/nbscircular514.pdf;source_quality=three_figures;formula_match=true;manual_transcription_review_required=true
,false,false,stability:aliphatic_halogen,nbs514:p13:011,13,Iodomethane,CH3I,7.00,20,293.15,three_figures,,,"-70,40","94 [12,41,160]",,CI,INQOMBQAUSQDDS-UHFFFAOYSA-N,CH3I,true,pubchem,Iodomethane,0.000000,false,1,1,0,,aliphatic_halogen,4.500000,nbs514_doi=10.6028/nbs.circ.514;source_url=https://nvlpubs.nist.gov/nistpubs/Legacy/circ/nbscircular514.pdf;source_quality=three_figures;formula_match=true;manual_transcription_review_required=true
,false,false,frequency_dependent|hazard:aldehyde,nbs514:p15:013,15,Acetaldehyde,C2H4O,21.1,21,294.15,three_figures,,,,7 [4],f=4x10^8 cycles/sec,CC=O,IKHGUXGNUITLKF-UHFFFAOYSA-N,C2H4O,true,pubchem,Acetaldehyde,0.000000,false,2,1,0,aldehyde,,4.500000,nbs514_doi=10.6028/nbs.circ.514;source_url=https://nvlpubs.nist.gov/nistpubs/Legacy/circ/nbscircular514.pdf;source_quality=three_figures;formula_match=true;manual_transcription_review_required=true
,false,false,stability:aliphatic_halogen,nbs514:p15:017,15,Bromoethane,C2H5Br,9.39,20,293.15,three_figures,196.000,alpha,"-30,30","34,70,94,127,272 [207,228]",,CCBr,RDHPKYGYEGBMSE-UHFFFAOYSA-N,C2H5Br,true,pubchem,Bromoethane,0.000000,false,2,1,0,,aliphatic_halogen,4.500000,nbs514_doi=10.6028/nbs.circ.514;source_url=https://nvlpubs.nist.gov/nistpubs/Legacy/circ/nbscircular514.pdf;source_quality=three_figures;formula_match=true;manual_transcription_review_required=true
,false,false,stability:aliphatic_halogen,nbs514:p16:001,16,Iodoethane,C2H5I,7.82,20,293.15,three_figures,150.000,alpha,"-20,70","81,207 [7,12,160]",,CCI,HVTICUPFWKNHNG-UHFFFAOYSA-N,C2H5I,true,pubchem,Iodoethane,0.000000,false,2,1,0,,aliphatic_halogen,4.500000,nbs514_doi=10.6028/nbs.circ.514;source_url=https://nvlpubs.nist.gov/nistpubs/Legacy/circ/nbscircular514.pdf;source_quality=three_figures;formula_match=true;manual_transcription_review_required=true
,false,false,stability:aliphatic_halogen,nbs514:p18:011,18,1-Bromopropane,C3H7Br,8.09,25,298.15,three_figures,3350.00,a,"1,55",272,,CCCBr,CYNYIHKIEHGYOZ-UHFFFAOYSA-N,C3H7Br,true,pubchem,1-Bromopropane,0.000000,false,3,1,0,,aliphatic_halogen,4.500000,nbs514_doi=10.6028/nbs.circ.514;source_url=https://nvlpubs.nist.gov/nistpubs/Legacy/circ/nbscircular514.pdf;source_quality=three_figures;formula_match=true;manual_transcription_review_required=true
,false,false,stability:aliphatic_halogen,nbs514:p18:012,18,2-Bromopropane,C3H7Br,9.46,25,298.15,three_figures,4400.00,a,"1,55",272,,CC(C)Br,NAMYKGVDVNBCFQ-UHFFFAOYSA-N,C3H7Br,true,pubchem,2-Bromopropane,0.000000,false,3,1,0,,aliphatic_halogen,4.500000,nbs514_doi=10.6028/nbs.circ.514;source_url=https://nvlpubs.nist.gov/nistpubs/Legacy/circ/nbscircular514.pdf;source_quality=three_figures;formula_match=true;manual_transcription_review_required=true
,false,false,stability:aliphatic_halogen,nbs514:p18:015,18,1-Iodopropane,C3H7I,7.00,20,293.15,three_figures,,,,242,,CCCI,PVWOIHVRPOBWPI-UHFFFAOYSA-N,C3H7I,true,pubchem,1-Iodopropane,0.000000,false,3,1,0,,aliphatic_halogen,4.500000,nbs514_doi=10.6028/nbs.circ.514;source_url=https://nvlpubs.nist.gov/nistpubs/Legacy/circ/nbscircular514.pdf;source_quality=three_figures;formula_match=true;manual_transcription_review_required=true
,false,false,stability:aliphatic_halogen,nbs514:p18:016,18,2-Iodopropane,C3H7I,8.19,20,293.15,three_figures,,,,242,,CC(C)I,FMKOJHQHASLBPH-UHFFFAOYSA-N,C3H7I,true,pubchem,2-Iodopropane,0.000000,false,3,1,0,,aliphatic_halogen,4.500000,nbs514_doi=10.6028/nbs.circ.514;source_url=https://nvlpubs.nist.gov/nistpubs/Legacy/circ/nbscircular514.pdf;source_quality=three_figures;formula_match=true;manual_transcription_review_required=true
,false,false,hazard:aldehyde,nbs514:p20:019,20,Butyraldehyde,C4H8O,13.4,26,299.15,three_figures,,,,41,,CCCC=O,ZTQSAGDEMFDKMZ-UHFFFAOYSA-N,C4H8O,true,pubchem,Butyraldehyde,0.000000,false,4,1,0,aldehyde,,4.500000,nbs514_doi=10.6028/nbs.circ.514;source_url=https://nvlpubs.nist.gov/nistpubs/Legacy/circ/nbscircular514.pdf;source_quality=three_figures;formula_match=true;manual_transcription_review_required=true
,false,false,stability:aliphatic_halogen,nbs514:p21:001,21,1-Bromobutane,C4H9Br,7.07,20,293.15,three_figures,150.000,alpha,"10,90","97,243,272",,CCCCBr,MPPPKRYCTPRNTB-UHFFFAOYSA-N,C4H9Br,true,pubchem,1-Bromobutane,0.000000,false,4,1,0,,aliphatic_halogen,4.500000,nbs514_doi=10.6028/nbs.circ.514;source_url=https://nvlpubs.nist.gov/nistpubs/Legacy/circ/nbscircular514.pdf;source_quality=three_figures;formula_match=true;manual_transcription_review_required=true
,false,false,stability:aliphatic_halogen,nbs514:p21:002,21,1-Bromo-2-methylpropane,C4H9Br,7.18,25,298.15,three_figures,2800.0,a,"1,55",272,,CC(C)CBr,HLVFKOKELQSXIQ-UHFFFAOYSA-N,C4H9Br,true,pubchem,1-Bromo-2-methylpropane,0.000000,false,4,1,0,,aliphatic_halogen,4.500000,nbs514_doi=10.6028/nbs.circ.514;source_url=https://nvlpubs.nist.gov/nistpubs/Legacy/circ/nbscircular514.pdf;source_quality=three_figures;formula_match=true;manual_transcription_review_required=true
,false,false,stability:aliphatic_halogen,nbs514:p21:003,21,2-Bromobutane,C4H9Br,8.64,25,298.15,three_figures,3300.00,a,"1,55",272,,CCC(C)Br,UPSXAPQYNGXVBF-UHFFFAOYSA-N,C4H9Br,true,pubchem,2-Bromobutane,0.000000,false,4,1,0,,aliphatic_halogen,4.500000,nbs514_doi=10.6028/nbs.circ.514;source_url=https://nvlpubs.nist.gov/nistpubs/Legacy/circ/nbscircular514.pdf;source_quality=three_figures;formula_match=true;manual_transcription_review_required=true
,false,false,stability:aliphatic_halogen,nbs514:p21:005,21,1-Chlorobutane,C4H9Cl,7.39,20,293.15,three_figures,173.000,alpha,"-10,70","97,242",,CCCCCl,VFWCMGCRMGJXDK-UHFFFAOYSA-N,C4H9Cl,true,pubchem,1-Chlorobutane,0.000000,false,4,1,0,,aliphatic_halogen,4.500000,nbs514_doi=10.6028/nbs.circ.514;source_url=https://nvlpubs.nist.gov/nistpubs/Legacy/circ/nbscircular514.pdf;source_quality=three_figures;formula_match=true;manual_transcription_review_required=true
,false,false,stability:aliphatic_halogen,nbs514:p21:006,21,1-Iodobutane,C4H9I,6.22,20,293.15,three_figures,135.000,alpha,"0,80","41,97,242",,CCCCI,KMGBZBJJOKUPIA-UHFFFAOYSA-N,C4H9I,true,pubchem,1-Iodobutane,0.000000,false,4,1,0,,aliphatic_halogen,4.500000,nbs514_doi=10.6028/nbs.circ.514;source_url=https://nvlpubs.nist.gov/nistpubs/Legacy/circ/nbscircular514.pdf;source_quality=three_figures;formula_match=true;manual_transcription_review_required=true
,false,false,stability:aliphatic_halogen,nbs514:p21:007,21,1-Iodo-2-methylpropane,C4H9I,6.47,20,293.15,three_figures,,,,242,,CC(C)CI,BTUGGGLMQBJCBN-UHFFFAOYSA-N,C4H9I,true,pubchem,1-Iodo-2-methylpropane,0.000000,false,4,1,0,,aliphatic_halogen,4.500000,nbs514_doi=10.6028/nbs.circ.514;source_url=https://nvlpubs.nist.gov/nistpubs/Legacy/circ/nbscircular514.pdf;source_quality=three_figures;formula_match=true;manual_transcription_review_required=true
,false,false,stability:aliphatic_halogen,nbs514:p21:009,21,2-Iodo-2-methylpropane,C4H9I,8.42,20,293.15,three_figures,,,,242,,CC(C)(C)I,ANGGPYSFTXVERY-UHFFFAOYSA-N,C4H9I,true,pubchem,2-Iodo-2-methylpropane,0.000000,false,4,1,0,,aliphatic_halogen,4.500000,nbs514_doi=10.6028/nbs.circ.514;source_url=https://nvlpubs.nist.gov/nistpubs/Legacy/circ/nbscircular514.pdf;source_quality=three_figures;formula_match=true;manual_transcription_review_required=true
,false,false,stability:aliphatic_halogen,nbs514:p24:006,24,1-Bromopentane,C5H11Br,6.32,25,298.15,three_figures,152,alpha,-45 to 55,"211,272",,CCCCCBr,YZWKKMVJZFACSU-UHFFFAOYSA-N,C5H11Br,true,pubchem,1-Bromopentane,0.000000,false,5,1,0,,aliphatic_halogen,4.500000,nbs514_doi=10.6028/nbs.circ.514;source_url=https://nvlpubs.nist.gov/nistpubs/Legacy/circ/nbscircular514.pdf;source_quality=three_figures;formula_match=true;manual_transcription_review_required=true
,false,false,stability:aliphatic_halogen,nbs514:p24:007,24,1-Bromo-3-methylbutane,C5H11Br,6.05,20,293.15,three_figures,2300,a,-18 to 23,212,,CC(C)CCBr,YXZFFTJAHVMMLF-UHFFFAOYSA-N,C5H11Br,true,pubchem,1-Bromo-3-methylbutane,0.000000,false,5,1,0,,aliphatic_halogen,4.500000,nbs514_doi=10.6028/nbs.circ.514;source_url=https://nvlpubs.nist.gov/nistpubs/Legacy/circ/nbscircular514.pdf;source_quality=three_figures;formula_match=true;manual_transcription_review_required=true
,false,false,stability:aliphatic_halogen,nbs514:p24:009,24,1-Chloro-3-methylbutane,C5H11Cl,6.05,20,293.15,three_figures,160,alpha,-40 to 23,247,,CC(C)CCCl,CZHLPWNZCJEPJB-UHFFFAOYSA-N,C5H11Cl,true,pubchem,1-Chloro-3-methylbutane,0.000000,false,5,1,0,,aliphatic_halogen,4.500000,nbs514_doi=10.6028/nbs.circ.514;source_url=https://nvlpubs.nist.gov/nistpubs/Legacy/circ/nbscircular514.pdf;source_quality=three_figures;formula_match=true;manual_transcription_review_required=true
,false,false,stability:aliphatic_halogen,nbs514:p24:013,24,1-Iodopentane,C5H11I,5.81,20,293.15,three_figures,,,,242,,CCCCCI,BLXSFCHWMBESKV-UHFFFAOYSA-N,C5H11I,true,pubchem,1-Iodopentane,0.000000,false,5,1,0,,aliphatic_halogen,4.500000,nbs514_doi=10.6028/nbs.circ.514;source_url=https://nvlpubs.nist.gov/nistpubs/Legacy/circ/nbscircular514.pdf;source_quality=three_figures;formula_match=true;manual_transcription_review_required=true
,false,false,stability:aliphatic_halogen,nbs514:p24:015,24,3-Iodopentane,C5H11I,7.43,20,293.15,three_figures,,,,242,,CCC(I)CC,VRQDQJYBWZERBW-UHFFFAOYSA-N,C5H11I,true,pubchem,3-Iodopentane,0.000000,false,5,1,0,,aliphatic_halogen,4.500000,nbs514_doi=10.6028/nbs.circ.514;source_url=https://nvlpubs.nist.gov/nistpubs/Legacy/circ/nbscircular514.pdf;source_quality=three_figures;formula_match=true;manual_transcription_review_required=true
